company_id,category,feature_name,feature_value,contribution,direction,description
555,patent,registered_ratio_mature,0.25,-3.5,negative,특허 등록 전환율이 동일 산업 내 하위 1% 수준에 그칩니다.
555,news_event,growth_event_12m_count,0.0,-2.1,negative,최근 12개월 성장 이벤트가 동일 산업 내 하위 22% 수준에 그칩니다.
556,patent,patent_count_3y,24.0,5.3,positive,최근 3년 특허 출원이 동일 산업 내 상위 1% 수준입니다.
556,industry,industry_revenue_growth_1y,0.1096,3.4,positive,소속 산업 매출 성장률이 전체 산업 대비 상위 8% 수준입니다.
556,financial,operating_margin_change_1y,0.0607,2.2,positive,영업이익률 개선폭이 동일 산업 내 상위 23% 수준입니다.
556,patent,registered_ratio_mature,0.5,-2.9,negative,특허 등록 전환율이 동일 산업 내 하위 10% 수준에 그칩니다.
556,news_event,growth_event_12m_count,0.0,-1.9,negative,최근 12개월 성장 이벤트가 동일 산업 내 하위 22% 수준에 그칩니다.
556,industry,industry_company_growth_1y,-0.0547,-1.7,negative,소속 산업 기업 수 증가율이 전체 산업 대비 하위 8% 수준에 그칩니다.
557,patent,patent_momentum,3.0,4.8,positive,최근 특허 활동 모멘텀이 동일 산업 내 상위 17% 수준입니다.
557,financial,asset_growth_1y,3.8396,4.7,positive,최근 1년 자산 성장률이 동일 산업 내 상위 3% 수준입니다.
557,financial,liabilities_to_assets,0.1966,4.1,positive,자산 대비 부채 비율이 동일 산업 내 낮은 편입니다(안정 요인).
557,financial,operating_margin_change_1y,-2.3943,-4.5,negative,영업이익률 개선폭이 동일 산업 내 하위 6% 수준에 그칩니다.
557,financial,operating_margin,-18.6294,-3.2,negative,영업이익률이 동일 산업 내 하위 3% 수준에 그칩니다.
557,financial,revenue_growth_1y,0.076,-3.1,negative,최근 1년 매출 성장률이 동일 산업 내 하위 31% 수준에 그칩니다.
558,employment,employee_growth_6m,0.4058,6.2,positive,최근 6개월 고용 증가율이 동일 산업 내 상위 1% 수준입니다.
558,employment,net_hiring_rate_6m,0.3009,5.2,positive,최근 6개월 순채용률이 동일 산업 내 상위 1% 수준입니다.
558,financial,operating_margin_change_1y,0.4101,4.0,positive,영업이익률 개선폭이 동일 산업 내 상위 8% 수준입니다.
558,patent,patent_momentum,0.0,-5.6,negative,최근 특허 활동 모멘텀이 동일 산업 내 하위 17% 수준에 그칩니다.
558,industry,industry_company_growth_1y,-0.0547,-2.0,negative,소속 산업 기업 수 증가율이 전체 산업 대비 하위 8% 수준에 그칩니다.
558,industry,industry_startup_rate_latest,0.0573,-2.0,negative,소속 산업 창업률이 전체 산업 대비 하위 8% 수준에 그칩니다.
559,patent,patent_momentum,3.0,4.8,positive,최근 특허 활동 모멘텀이 동일 산업 내 상위 17% 수준입니다.
559,industry,industry_revenue_growth_1y,0.1096,3.4,positive,소속 산업 매출 성장률이 전체 산업 대비 상위 8% 수준입니다.
559,news_event,growth_event_12m_count,3.0,1.9,positive,최근 12개월 성장 이벤트가 동일 산업 내 상위 22% 수준입니다.
559,financial,revenue_growth_1y,0.0775,-2.7,negative,최근 1년 매출 성장률이 동일 산업 내 하위 34% 수준에 그칩니다.
559,financial,operating_margin_change_1y,-0.1271,-2.3,negative,영업이익률 개선폭이 동일 산업 내 하위 27% 수준에 그칩니다.
559,employment,employee_growth_6m,-0.0417,-2.1,negative,최근 6개월 고용 증가율이 동일 산업 내 하위 31% 수준에 그칩니다.
560,employment,employee_growth_6m,0.2361,4.4,positive,최근 6개월 고용 증가율이 동일 산업 내 상위 10% 수준입니다.
560,financial,revenue_cagr_best,1.1817,4.1,positive,중기(CAGR) 매출 성장률이 동일 산업 내 상위 12% 수준입니다.
560,employment,net_hiring_rate_6m,0.2105,3.9,positive,최근 6개월 순채용률이 동일 산업 내 상위 7% 수준입니다.
560,patent,registered_ratio_mature,0.2857,-3.3,negative,특허 등록 전환율이 동일 산업 내 하위 4% 수준에 그칩니다.
560,financial,liabilities_to_assets,0.8962,-3.1,negative,자산 대비 부채 비율이 동일 산업 내 높은 편입니다(위험 요인).
560,employment,employee_growth_acceleration,-0.2361,-2.1,negative,고용 증가 가속도가 동일 산업 내 하위 12% 수준에 그칩니다.
561,patent,patent_momentum,4.0,7.4,positive,최근 특허 활동 모멘텀이 동일 산업 내 상위 9% 수준입니다.
561,patent,patent_count_3y,12.0,5.8,positive,최근 3년 특허 출원이 동일 산업 내 상위 7% 수준입니다.
561,industry,industry_revenue_growth_1y,0.1096,4.2,positive,소속 산업 매출 성장률이 전체 산업 대비 상위 8% 수준입니다.
561,financial,liabilities_to_assets,0.828,-13.2,negative,자산 대비 부채 비율이 동일 산업 내 높은 편입니다(위험 요인).
561,financial,operating_margin,-0.5442,-7.6,negative,영업이익률이 동일 산업 내 하위 22% 수준에 그칩니다.
561,news_event,growth_event_12m_count,0.0,-2.3,negative,최근 12개월 성장 이벤트가 동일 산업 내 하위 22% 수준에 그칩니다.
562,industry,industry_revenue_growth_1y,0.1096,3.4,positive,소속 산업 매출 성장률이 전체 산업 대비 상위 8% 수준입니다.
562,financial,liabilities_to_assets,0.2374,3.1,positive,자산 대비 부채 비율이 동일 산업 내 낮은 편입니다(안정 요인).
562,financial,revenue_cagr_best,0.8312,2.7,positive,중기(CAGR) 매출 성장률이 동일 산업 내 상위 25% 수준입니다.
562,financial,asset_growth_1y,-0.0917,-2.8,negative,최근 1년 자산 성장률이 동일 산업 내 하위 15% 수준에 그칩니다.
562,financial,operating_margin_change_1y,-0.5973,-2.8,negative,영업이익률 개선폭이 동일 산업 내 하위 15% 수준에 그칩니다.
562,news_event,growth_event_12m_count,0.0,-1.9,negative,최근 12개월 성장 이벤트가 동일 산업 내 하위 22% 수준에 그칩니다.
563,patent,patent_count_3y,12.0,4.6,positive,최근 3년 특허 출원이 동일 산업 내 상위 7% 수준입니다.
563,financial,revenue_cagr_best,1.1093,3.8,positive,중기(CAGR) 매출 성장률이 동일 산업 내 상위 15% 수준입니다.
563,industry,industry_revenue_growth_1y,0.1096,3.4,positive,소속 산업 매출 성장률이 전체 산업 대비 상위 8% 수준입니다.
563,patent,registered_ratio_mature,0.6923,-1.7,negative,특허 등록 전환율이 동일 산업 내 하위 27% 수준에 그칩니다.
563,industry,industry_company_growth_1y,-0.0547,-1.7,negative,소속 산업 기업 수 증가율이 전체 산업 대비 하위 8% 수준에 그칩니다.
563,industry,industry_startup_rate_latest,0.0573,-1.7,negative,소속 산업 창업률이 전체 산업 대비 하위 8% 수준에 그칩니다.
564,financial,asset_growth_1y,6.4446,8.5,positive,최근 1년 자산 성장률이 동일 산업 내 상위 1% 수준입니다.
564,financial,liabilities_to_assets,0.2544,6.4,positive,자산 대비 부채 비율이 동일 산업 내 낮은 편입니다(안정 요인).
564,industry,industry_revenue_growth_1y,0.1096,4.0,positive,소속 산업 매출 성장률이 전체 산업 대비 상위 8% 수준입니다.
564,financial,revenue_growth_1y,-1.0,-14.1,negative,최근 1년 매출 성장률이 동일 산업 내 하위 1% 수준에 그칩니다.
564,patent,patent_momentum,0.0,-5.6,negative,최근 특허 활동 모멘텀이 동일 산업 내 하위 17% 수준에 그칩니다.
564,patent,registered_ratio_mature,0.6667,-2.6,negative,특허 등록 전환율이 동일 산업 내 하위 19% 수준에 그칩니다.
565,patent,patent_count_3y,12.0,5.5,positive,최근 3년 특허 출원이 동일 산업 내 상위 7% 수준입니다.
565,industry,industry_revenue_growth_1y,0.1096,4.0,positive,소속 산업 매출 성장률이 전체 산업 대비 상위 8% 수준입니다.
565,financial,liabilities_to_assets,0.2561,3.3,positive,자산 대비 부채 비율이 동일 산업 내 낮은 편입니다(안정 요인).
565,patent,patent_momentum,0.0,-5.6,negative,최근 특허 활동 모멘텀이 동일 산업 내 하위 17% 수준에 그칩니다.
565,patent,registered_ratio_mature,0.6897,-2.2,negative,특허 등록 전환율이 동일 산업 내 하위 24% 수준에 그칩니다.
565,industry,industry_company_growth_1y,-0.0547,-2.0,negative,소속 산업 기업 수 증가율이 전체 산업 대비 하위 8% 수준에 그칩니다.
566,patent,patent_count_3y,10.0,3.9,positive,최근 3년 특허 출원이 동일 산업 내 상위 14% 수준입니다.
566,industry,industry_revenue_growth_1y,0.1096,3.4,positive,소속 산업 매출 성장률이 전체 산업 대비 상위 8% 수준입니다.
566,financial,liabilities_to_assets,0.3438,2.1,positive,자산 대비 부채 비율이 동일 산업 내 낮은 편입니다(안정 요인).
566,employment,employee_growth_6m,-0.2105,-4.4,negative,최근 6개월 고용 증가율이 동일 산업 내 하위 10% 수준에 그칩니다.
566,employment,net_hiring_rate_6m,-0.1748,-3.5,negative,최근 6개월 순채용률이 동일 산업 내 하위 11% 수준에 그칩니다.
566,patent,patent_momentum,0.3333,-2.2,negative,최근 특허 활동 모멘텀이 동일 산업 내 하위 35% 수준에 그칩니다.
567,financial,revenue_cagr_best,2.0883,5.2,positive,중기(CAGR) 매출 성장률이 동일 산업 내 상위 2% 수준입니다.
567,employment,employee_growth_6m,0.3459,5.1,positive,최근 6개월 고용 증가율이 동일 산업 내 상위 3% 수준입니다.
567,employment,net_hiring_rate_6m,0.2842,4.2,positive,최근 6개월 순채용률이 동일 산업 내 상위 3% 수준입니다.
567,patent,patent_momentum,0.0,-4.8,negative,최근 특허 활동 모멘텀이 동일 산업 내 하위 17% 수준에 그칩니다.
567,financial,revenue_growth_1y,-0.184,-4.4,negative,최근 1년 매출 성장률이 동일 산업 내 하위 17% 수준에 그칩니다.
567,financial,asset_growth_1y,-0.3923,-4.0,negative,최근 1년 자산 성장률이 동일 산업 내 하위 1% 수준에 그칩니다.
568,employment,employee_growth_6m,0.3077,5.7,positive,최근 6개월 고용 증가율이 동일 산업 내 상위 5% 수준입니다.
568,industry,industry_revenue_growth_1y,0.1096,4.0,positive,소속 산업 매출 성장률이 전체 산업 대비 상위 8% 수준입니다.
568,financial,asset_growth_1y,1.5911,3.5,positive,최근 1년 자산 성장률이 동일 산업 내 상위 13% 수준입니다.
568,patent,patent_count_3y,0.0,-11.8,negative,최근 3년 특허 출원이 동일 산업 내 하위 13% 수준에 그칩니다.
568,financial,liabilities_to_assets,0.7909,-2.7,negative,자산 대비 부채 비율이 동일 산업 내 높은 편입니다(위험 요인).
568,patent,new_ipc_count_1y,0.0,-2.2,negative,신규 기술분야(IPC) 진출이 동일 산업 내 하위 29% 수준에 그칩니다.
569,financial,revenue_growth_1y,1.8789,5.3,positive,최근 1년 매출 성장률이 동일 산업 내 상위 10% 수준입니다.
569,financial,revenue_cagr_best,1.2526,4.9,positive,중기(CAGR) 매출 성장률이 동일 산업 내 상위 5% 수준입니다.
569,financial,liabilities_to_assets,0.1359,3.6,positive,자산 대비 부채 비율이 동일 산업 내 낮은 편입니다(안정 요인).
569,financial,asset_growth_1y,-0.0393,-1.9,negative,최근 1년 자산 성장률이 동일 산업 내 하위 27% 수준에 그칩니다.
569,industry,industry_company_growth_1y,-0.0547,-1.7,negative,소속 산업 기업 수 증가율이 전체 산업 대비 하위 8% 수준에 그칩니다.
569,industry,industry_startup_rate_latest,0.0573,-1.7,negative,소속 산업 창업률이 전체 산업 대비 하위 8% 수준에 그칩니다.
570,patent,patent_momentum,7.0,10.3,positive,최근 특허 활동 모멘텀이 동일 산업 내 상위 1% 수준입니다.
570,patent,patent_count_3y,10.0,5.7,positive,최근 3년 특허 출원이 동일 산업 내 상위 14% 수준입니다.
570,industry,industry_revenue_growth_1y,0.1096,4.0,positive,소속 산업 매출 성장률이 전체 산업 대비 상위 8% 수준입니다.
570,financial,revenue_growth_1y,-0.201,-6.9,negative,최근 1년 매출 성장률이 동일 산업 내 하위 15% 수준에 그칩니다.
570,financial,liabilities_to_assets,0.8438,-4.4,negative,자산 대비 부채 비율이 동일 산업 내 높은 편입니다(위험 요인).
570,financial,asset_growth_1y,-0.0677,-3.3,negative,최근 1년 자산 성장률이 동일 산업 내 하위 22% 수준에 그칩니다.
571,financial,revenue_growth_1y,1.6212,6.5,positive,최근 1년 매출 성장률이 동일 산업 내 상위 17% 수준입니다.
571,financial,liabilities_to_assets,0.0267,5.8,positive,자산 대비 부채 비율이 동일 산업 내 낮은 편입니다(안정 요인).
571,financial,operating_margin_change_1y,0.9564,5.5,positive,영업이익률 개선폭이 동일 산업 내 상위 4% 수준입니다.
571,financial,operating_margin,-1.5474,-2.7,negative,영업이익률이 동일 산업 내 하위 16% 수준에 그칩니다.
571,industry,industry_company_growth_1y,-0.0547,-2.0,negative,소속 산업 기업 수 증가율이 전체 산업 대비 하위 8% 수준에 그칩니다.
571,industry,industry_startup_rate_latest,0.0573,-2.0,negative,소속 산업 창업률이 전체 산업 대비 하위 8% 수준에 그칩니다.
572,patent,patent_momentum,6.6,6.6,positive,최근 특허 활동 모멘텀이 동일 산업 내 상위 4% 수준입니다.
572,patent,patent_count_3y,15.0,5.1,positive,최근 3년 특허 출원이 동일 산업 내 상위 3% 수준입니다.
572,industry,industry_revenue_growth_1y,0.1096,3.4,positive,소속 산업 매출 성장률이 전체 산업 대비 상위 8% 수준입니다.
572,employment,employee_growth_slope,-0.0342,-2.9,negative,고용 증가 추세가 동일 산업 내 하위 9% 수준에 그칩니다.
572,financial,revenue_growth_1y,-0.0178,-2.8,negative,최근 1년 매출 성장률이 동일 산업 내 하위 29% 수준에 그칩니다.
572,financial,revenue_cagr_best,0.0933,-2.7,negative,중기(CAGR) 매출 성장률이 동일 산업 내 하위 25% 수준에 그칩니다.
573,financial,revenue_growth_1y,1.6557,5.9,positive,최근 1년 매출 성장률이 동일 산업 내 상위 15% 수준입니다.
573,financial,operating_margin_change_1y,0.16,3.7,positive,영업이익률 개선폭이 동일 산업 내 상위 13% 수준입니다.
573,financial,asset_growth_1y,1.5525,3.5,positive,최근 1년 자산 성장률이 동일 산업 내 상위 15% 수준입니다.
573,patent,patent_count_3y,0.0,-10.0,negative,최근 3년 특허 출원이 동일 산업 내 하위 13% 수준에 그칩니다.
573,employment,net_hiring_rate_6m,-0.1323,-5.0,negative,최근 6개월 순채용률이 동일 산업 내 하위 19% 수준에 그칩니다.
573,patent,new_ipc_count_1y,0.0,-1.9,negative,신규 기술분야(IPC) 진출이 동일 산업 내 하위 29% 수준에 그칩니다.
574,financial,revenue_growth_1y,1.957,7.1,positive,최근 1년 매출 성장률이 동일 산업 내 상위 8% 수준입니다.
574,industry,industry_revenue_growth_1y,0.1096,3.4,positive,소속 산업 매출 성장률이 전체 산업 대비 상위 8% 수준입니다.
574,employment,employee_growth_acceleration,0.2308,2.3,positive,고용 증가 가속도가 동일 산업 내 상위 7% 수준입니다.
574,patent,patent_momentum,0.0,-6.0,negative,최근 특허 활동 모멘텀이 동일 산업 내 하위 17% 수준에 그칩니다.
574,financial,liabilities_to_assets,1.2162,-4.8,negative,자산 대비 부채 비율이 동일 산업 내 높은 편입니다(위험 요인).
574,employment,employee_growth_6m,-0.2308,-4.8,negative,최근 6개월 고용 증가율이 동일 산업 내 하위 5% 수준에 그칩니다.
575,industry,industry_revenue_growth_1y,0.1096,3.4,positive,소속 산업 매출 성장률이 전체 산업 대비 상위 8% 수준입니다.
575,patent,patent_momentum,1.8,2.4,positive,최근 특허 활동 모멘텀이 동일 산업 내 상위 33% 수준입니다.
575,financial,operating_margin,0.1807,2.3,positive,영업이익률이 동일 산업 내 상위 7% 수준입니다.
575,patent,registered_ratio_mature,0.6364,-2.6,negative,특허 등록 전환율이 동일 산업 내 하위 14% 수준에 그칩니다.
575,financial,revenue_cagr_best,0.0993,-2.0,negative,중기(CAGR) 매출 성장률이 동일 산업 내 하위 32% 수준에 그칩니다.
575,employment,employee_growth_acceleration,-0.2205,-2.0,negative,고용 증가 가속도가 동일 산업 내 하위 14% 수준에 그칩니다.
576,industry,industry_revenue_growth_1y,0.1096,4.0,positive,소속 산업 매출 성장률이 전체 산업 대비 상위 8% 수준입니다.
576,employment,employee_growth_6m,0.1538,3.8,positive,최근 6개월 고용 증가율이 동일 산업 내 상위 20% 수준입니다.
576,employment,net_hiring_rate_6m,0.1379,3.5,positive,최근 6개월 순채용률이 동일 산업 내 상위 17% 수준입니다.
576,patent,patent_momentum,0.0,-5.6,negative,최근 특허 활동 모멘텀이 동일 산업 내 하위 17% 수준에 그칩니다.
576,patent,patent_count_3y,1.0,-2.4,negative,최근 3년 특허 출원이 동일 산업 내 하위 31% 수준에 그칩니다.
576,industry,industry_company_growth_1y,-0.0547,-2.0,negative,소속 산업 기업 수 증가율이 전체 산업 대비 하위 8% 수준에 그칩니다.
577,industry,industry_revenue_growth_1y,0.1096,3.4,positive,소속 산업 매출 성장률이 전체 산업 대비 상위 8% 수준입니다.
577,patent,patent_momentum,2.0,3.1,positive,최근 특허 활동 모멘텀이 동일 산업 내 상위 28% 수준입니다.
577,financial,liabilities_to_assets,0.4091,1.9,positive,자산 대비 부채 비율이 동일 산업 내 낮은 편입니다(안정 요인).
577,financial,revenue_growth_1y,-0.5471,-7.1,negative,최근 1년 매출 성장률이 동일 산업 내 하위 8% 수준에 그칩니다.
577,financial,asset_growth_1y,-0.1945,-4.2,negative,최근 1년 자산 성장률이 동일 산업 내 하위 8% 수준에 그칩니다.
577,employment,employee_growth_6m,-0.129,-3.7,negative,최근 6개월 고용 증가율이 동일 산업 내 하위 16% 수준에 그칩니다.
578,employment,employee_growth_6m,0.2258,4.1,positive,최근 6개월 고용 증가율이 동일 산업 내 상위 12% 수준입니다.
578,patent,registered_ratio_mature,1.0,3.7,positive,특허 등록 전환율이 동일 산업 내 상위 19% 수준입니다.
578,employment,employee_growth_slope,0.0407,3.5,positive,고용 증가 추세가 동일 산업 내 상위 1% 수준입니다.
578,patent,patent_count_3y,0.0,-6.7,negative,최근 3년 특허 출원이 동일 산업 내 하위 13% 수준에 그칩니다.
578,news_event,growth_event_12m_count,0.0,-2.1,negative,최근 12개월 성장 이벤트가 동일 산업 내 하위 22% 수준에 그칩니다.
578,industry,industry_company_growth_1y,-0.0547,-1.7,negative,소속 산업 기업 수 증가율이 전체 산업 대비 하위 8% 수준에 그칩니다.
579,patent,registered_ratio_mature,1.0,4.3,positive,특허 등록 전환율이 동일 산업 내 상위 19% 수준입니다.
579,industry,industry_revenue_growth_1y,0.1096,4.0,positive,소속 산업 매출 성장률이 전체 산업 대비 상위 8% 수준입니다.
579,financial,revenue_cagr_best,0.5509,1.9,positive,중기(CAGR) 매출 성장률이 동일 산업 내 상위 35% 수준입니다.
579,patent,patent_count_3y,0.0,-7.8,negative,최근 3년 특허 출원이 동일 산업 내 하위 13% 수준에 그칩니다.
579,employment,employee_growth_6m,-0.2222,-5.4,negative,최근 6개월 고용 증가율이 동일 산업 내 하위 7% 수준에 그칩니다.
579,employment,employee_growth_slope,-0.051,-3.8,negative,고용 증가 추세가 동일 산업 내 하위 5% 수준에 그칩니다.
580,patent,patent_momentum,3.0,5.6,positive,최근 특허 활동 모멘텀이 동일 산업 내 상위 17% 수준입니다.
580,industry,industry_revenue_growth_1y,0.1096,4.0,positive,소속 산업 매출 성장률이 전체 산업 대비 상위 8% 수준입니다.
580,employment,employee_growth_6m,0.1111,2.8,positive,최근 6개월 고용 증가율이 동일 산업 내 상위 28% 수준입니다.
580,employment,employee_growth_acceleration,-0.3131,-2.8,negative,고용 증가 가속도가 동일 산업 내 하위 5% 수준에 그칩니다.
580,financial,liabilities_to_assets,0.7711,-2.7,negative,자산 대비 부채 비율이 동일 산업 내 높은 편입니다(위험 요인).
580,patent,patent_count_3y,1.0,-2.4,negative,최근 3년 특허 출원이 동일 산업 내 하위 31% 수준에 그칩니다.
581,financial,revenue_growth_1y,4.9972,9.7,positive,최근 1년 매출 성장률이 동일 산업 내 상위 1% 수준입니다.
581,patent,patent_momentum,3.0,7.1,positive,최근 특허 활동 모멘텀이 동일 산업 내 상위 17% 수준입니다.
581,financial,asset_growth_1y,3.2311,5.3,positive,최근 1년 자산 성장률이 동일 산업 내 상위 6% 수준입니다.
581,employment,employee_growth_acceleration,-0.2143,-2.1,negative,고용 증가 가속도가 동일 산업 내 하위 17% 수준에 그칩니다.
581,industry,industry_company_growth_1y,-0.0547,-2.0,negative,소속 산업 기업 수 증가율이 전체 산업 대비 하위 8% 수준에 그칩니다.
581,industry,industry_startup_rate_latest,0.0573,-2.0,negative,소속 산업 창업률이 전체 산업 대비 하위 8% 수준에 그칩니다.
582,employment,employee_growth_6m,0.25,4.6,positive,최근 6개월 고용 증가율이 동일 산업 내 상위 7% 수준입니다.
582,employment,net_hiring_rate_6m,0.2449,4.0,positive,최근 6개월 순채용률이 동일 산업 내 상위 5% 수준입니다.
582,industry,industry_revenue_growth_1y,0.1096,3.4,positive,소속 산업 매출 성장률이 전체 산업 대비 상위 8% 수준입니다.
582,patent,patent_count_3y,0.0,-10.0,negative,최근 3년 특허 출원이 동일 산업 내 하위 13% 수준에 그칩니다.
582,news_event,growth_event_12m_count,0.0,-2.1,negative,최근 12개월 성장 이벤트가 동일 산업 내 하위 22% 수준에 그칩니다.
582,patent,new_ipc_count_1y,0.0,-1.9,negative,신규 기술분야(IPC) 진출이 동일 산업 내 하위 29% 수준에 그칩니다.
583,patent,patent_count_3y,11.0,4.2,positive,최근 3년 특허 출원이 동일 산업 내 상위 11% 수준입니다.
583,employment,employee_growth_6m,0.2237,3.9,positive,최근 6개월 고용 증가율이 동일 산업 내 상위 14% 수준입니다.
583,industry,industry_revenue_growth_1y,0.1096,3.4,positive,소속 산업 매출 성장률이 전체 산업 대비 상위 8% 수준입니다.
583,financial,revenue_growth_1y,-0.6595,-6.0,negative,최근 1년 매출 성장률이 동일 산업 내 하위 6% 수준에 그칩니다.
583,financial,revenue_cagr_best,-0.2173,-4.5,negative,중기(CAGR) 매출 성장률이 동일 산업 내 하위 8% 수준에 그칩니다.
583,financial,operating_margin_change_1y,-0.6152,-3.0,negative,영업이익률 개선폭이 동일 산업 내 하위 13% 수준에 그칩니다.
584,industry,industry_revenue_growth_1y,0.1096,3.4,positive,소속 산업 매출 성장률이 전체 산업 대비 상위 8% 수준입니다.
584,patent,patent_count_3y,5.0,1.8,positive,최근 3년 특허 출원이 동일 산업 내 상위 33% 수준입니다.
584,employment,employee_growth_acceleration,0.0833,1.5,positive,고용 증가 가속도가 동일 산업 내 상위 22% 수준입니다.
584,financial,revenue_cagr_best,-0.1155,-3.4,negative,중기(CAGR) 매출 성장률이 동일 산업 내 하위 18% 수준에 그칩니다.
584,employment,employee_growth_6m,-0.0833,-3.0,negative,최근 6개월 고용 증가율이 동일 산업 내 하위 22% 수준에 그칩니다.
584,financial,asset_growth_1y,-0.0749,-2.6,negative,최근 1년 자산 성장률이 동일 산업 내 하위 17% 수준에 그칩니다.
586,financial,revenue_growth_1y,2.3824,7.0,positive,최근 1년 매출 성장률이 동일 산업 내 상위 6% 수준입니다.
586,industry,industry_revenue_growth_1y,0.1096,4.0,positive,소속 산업 매출 성장률이 전체 산업 대비 상위 8% 수준입니다.
586,employment,employee_growth_6m,0.1333,3.2,positive,최근 6개월 고용 증가율이 동일 산업 내 상위 24% 수준입니다.
586,patent,patent_count_3y,0.0,-11.8,negative,최근 3년 특허 출원이 동일 산업 내 하위 13% 수준에 그칩니다.
586,patent,new_ipc_count_1y,0.0,-2.2,negative,신규 기술분야(IPC) 진출이 동일 산업 내 하위 29% 수준에 그칩니다.
586,industry,industry_company_growth_1y,-0.0547,-2.0,negative,소속 산업 기업 수 증가율이 전체 산업 대비 하위 8% 수준에 그칩니다.
587,financial,revenue_cagr_best,1.216,10.0,positive,중기(CAGR) 매출 성장률이 동일 산업 내 상위 8% 수준입니다.
587,financial,operating_margin,0.2792,5.6,positive,영업이익률이 동일 산업 내 상위 3% 수준입니다.
587,patent,patent_momentum,2.4,3.7,positive,최근 특허 활동 모멘텀이 동일 산업 내 상위 24% 수준입니다.
587,patent,registered_ratio_mature,0.5,-2.9,negative,특허 등록 전환율이 동일 산업 내 하위 10% 수준에 그칩니다.
587,industry,industry_company_growth_1y,-0.0547,-1.7,negative,소속 산업 기업 수 증가율이 전체 산업 대비 하위 8% 수준에 그칩니다.
587,industry,industry_startup_rate_latest,0.0573,-1.7,negative,소속 산업 창업률이 전체 산업 대비 하위 8% 수준에 그칩니다.
588,patent,patent_momentum,3.0,4.8,positive,최근 특허 활동 모멘텀이 동일 산업 내 상위 17% 수준입니다.
588,industry,industry_revenue_growth_1y,0.1096,3.4,positive,소속 산업 매출 성장률이 전체 산업 대비 상위 8% 수준입니다.
588,employment,employee_growth_acceleration,0.2833,2.5,positive,고용 증가 가속도가 동일 산업 내 상위 3% 수준입니다.
588,financial,revenue_growth_1y,-0.4917,-5.3,negative,최근 1년 매출 성장률이 동일 산업 내 하위 10% 수준에 그칩니다.
588,financial,revenue_cagr_best,-0.2609,-4.9,negative,중기(CAGR) 매출 성장률이 동일 산업 내 하위 5% 수준에 그칩니다.
588,employment,employee_growth_6m,-0.1333,-3.9,negative,최근 6개월 고용 증가율이 동일 산업 내 하위 14% 수준에 그칩니다.
589,industry,industry_revenue_growth_1y,0.1096,4.0,positive,소속 산업 매출 성장률이 전체 산업 대비 상위 8% 수준입니다.
589,financial,revenue_growth_1y,0.7525,3.3,positive,최근 1년 매출 성장률이 동일 산업 내 상위 29% 수준입니다.
589,patent,registered_ratio_mature,1.0,2.6,positive,특허 등록 전환율이 동일 산업 내 상위 19% 수준입니다.
589,employment,employee_growth_6m,-0.4118,-5.9,negative,최근 6개월 고용 증가율이 동일 산업 내 하위 3% 수준에 그칩니다.
589,patent,patent_momentum,0.0,-5.6,negative,최근 특허 활동 모멘텀이 동일 산업 내 하위 17% 수준에 그칩니다.
589,employment,net_hiring_rate_6m,-0.809,-5.0,negative,최근 6개월 순채용률이 동일 산업 내 하위 3% 수준에 그칩니다.
590,industry,industry_revenue_growth_1y,0.1096,6.1,positive,소속 산업 매출 성장률이 전체 산업 대비 상위 8% 수준입니다.
590,employment,employee_growth_slope,0.0179,5.8,positive,고용 증가 추세가 동일 산업 내 상위 26% 수준입니다.
590,employment,employee_volatility,0.0399,4.1,positive,고용 변동성이 동일 산업 내 낮은 편입니다(안정 요인).
590,employment,net_hiring_rate_6m,-0.7143,-13.4,negative,최근 6개월 순채용률이 동일 산업 내 하위 5% 수준에 그칩니다.
590,patent,patent_count_3y,0.0,-12.1,negative,최근 3년 특허 출원이 동일 산업 내 하위 13% 수준에 그칩니다.
590,patent,registered_ratio_mature,0.3,-9.5,negative,특허 등록 전환율이 동일 산업 내 하위 6% 수준에 그칩니다.
591,financial,operating_margin_change_1y,0.4469,4.2,positive,영업이익률 개선폭이 동일 산업 내 상위 6% 수준입니다.
591,industry,industry_revenue_growth_1y,0.1096,4.0,positive,소속 산업 매출 성장률이 전체 산업 대비 상위 8% 수준입니다.
591,employment,employee_growth_6m,0.1,2.0,positive,최근 6개월 고용 증가율이 동일 산업 내 상위 34% 수준입니다.
591,patent,patent_count_3y,0.0,-11.8,negative,최근 3년 특허 출원이 동일 산업 내 하위 13% 수준에 그칩니다.
591,financial,revenue_growth_1y,-0.3816,-5.9,negative,최근 1년 매출 성장률이 동일 산업 내 하위 13% 수준에 그칩니다.
591,financial,revenue_cagr_best,-0.1626,-4.4,negative,중기(CAGR) 매출 성장률이 동일 산업 내 하위 15% 수준에 그칩니다.
592,financial,liabilities_to_assets,0.1276,5.6,positive,자산 대비 부채 비율이 동일 산업 내 낮은 편입니다(안정 요인).
592,industry,industry_revenue_growth_1y,0.1096,4.0,positive,소속 산업 매출 성장률이 전체 산업 대비 상위 8% 수준입니다.
592,financial,operating_margin,0.1103,2.4,positive,영업이익률이 동일 산업 내 상위 20% 수준입니다.
592,patent,patent_count_3y,0.0,-11.8,negative,최근 3년 특허 출원이 동일 산업 내 하위 13% 수준에 그칩니다.
592,employment,employee_growth_slope,-0.0111,-2.4,negative,고용 증가 추세가 동일 산업 내 하위 21% 수준에 그칩니다.
